ProvisionalIdentityKey,CanonicalMatchKey,LookupMatchKey,DisplayWord,ThirdPartyTargetSense,SourceMatchKeys,SourceOccurrenceCount,LearnerAdmitted,KloseCandidateClass,KloseCandidateCount,KloseCandidateNoteIDs,KloseCandidateSenses,PremergeStatus,MergeAuthorized
candidate:birthday,birthday,birthday,birthday,生日,birthday,22,yes,exact-single,1,KV000278,生日,pending-sense-confirmation,no
candidate:biscuit,biscuit,biscuit,biscuit,饼干,biscuit,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bite,bite,bite,bite,咬,bite,2,yes,exact-single,1,KV000227,咬,pending-sense-confirmation,no
candidate:bitter,bitter,bitter,bitter,苦的；苦味的,bitter,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:black,black,black,black,黑色；黑色的,black,22,yes,exact-single,1,KV000039,黑色；黑色的,pending-sense-confirmation,no
candidate:black rhino,black rhino,black rhino,black rhino,黑犀牛,black rhino,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blackboard,blackboard,blackboard,blackboard,黑板,blackboard,16,yes,exact-single,1,KV000056,黑板,pending-sense-confirmation,no
candidate:blazer,blazer,blazer,blazer,运动夹克；西装外套,blazer,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blind,blind,blind,blind,失明的；看不见的,blind,5,yes,exact-single,1,KV000753,盲的；失明的,pending-sense-confirmation,no
candidate:blink,blink,blink,blink,眨眼,blink,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:block,block,block,block,街区,block,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blond,blond,blond,blond,金发的,blond,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blood,blood,blood,blood,血；血液,blood,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blouse,blouse,blouse,blouse,女衬衫；女式上衣,blouse,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blow,blow,blow,blow,吹；刮,blow,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blow off,blow off,blow off,blow off,吹掉；刮掉,blow off,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blue,blue,blue,blue,蓝色；蓝色的,blue,23,yes,exact-single,1,KV000041,蓝色；蓝色的,pending-sense-confirmation,no
candidate:blue whale,blue whale,blue whale,blue whale,蓝鲸,blue whale,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blunt,blunt,blunt,blunt,钝的；不锋利的,blunt,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:blush,blush,blush,blush,脸红,blush,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:board,board,board,board,上车；登上（交通工具）,board,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boarding card,boarding card,boarding card,boarding card,登机卡；登船卡,boarding card,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boarding pass,boarding pass,boarding pass,boarding pass,登机牌,boarding pass,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boat,boat,boat,boat,船；小船,boat,16,yes,exact-single,1,KV000138,小船,pending-sense-confirmation,no
candidate:boating,boating,boating,boating,划船；划船活动,boating,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:body,body,body,body,身体,body,20,yes,exact-single,1,KV000215,身体,pending-sense-confirmation,no
candidate:boil,boil,boil,boil,煮沸；烧开,boil,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bone,bone,bone,bone,骨头；骨骼,bone,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:book,book,book,book,书；书本,book,25,yes,exact-single,1,KV000001,书；书本,pending-sense-confirmation,no
candidate:book fair,book fair,book fair,book fair,书展,book fair,1,yes,exact-single,1,KV001073,书市,pending-sense-confirmation,no
candidate:bookshelf,bookshelf,bookshelf,bookshelf,书架,bookshelf,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bookshop,bookshop,bookshop,bookshop,书店,bookshop,6,yes,exact-single,1,KV000127,书店,pending-sense-confirmation,no
candidate:bookstore,bookstore,bookstore,bookstore,书店,bookstore,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bookworm,bookworm,bookworm,bookworm,书虫；爱读书的人,bookworm,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boot,boot,boot,boot,靴子,boot|boots,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bored,bored,bored,bored,感到无聊的；厌倦的,bored,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boring,boring,boring,boring,无聊的；令人厌烦的,boring,7,yes,exact-single,1,KV000640,无聊的；乏味的,pending-sense-confirmation,no
candidate:borrow,borrow,borrow,borrow,借；借入,borrow,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:boss,boss,boss,boss,老板；上司,boss,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:both,both,both,both,两者都；两个都,both,8,yes,exact-single,1,KV000919,两者,pending-sense-confirmation,no
candidate:bottle,bottle,bottle,bottle,瓶子,bottle,13,yes,exact-single,1,KV001157,瓶子,pending-sense-confirmation,no
candidate:bottom,bottom,bottom,bottom,底部；底端,bottom,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bow and arrow,bow and arrow,bow and arrow,bow and arrow,弓箭,bow and arrow,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bowl,bowl,bowl,bowl,碗,bowl,5,yes,exact-single,1,KV000896,碗,pending-sense-confirmation,no
candidate:bowling,bowling,bowling,bowling,保龄球；保龄球运动,bowling,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:box,box,box,box,盒子；箱子,box,19,yes,exact-single,1,KV000065,盒子；箱子,pending-sense-confirmation,no
candidate:boy,boy,boy,boy,男孩,boy,21,yes,exact-single,1,KV000113,男孩,pending-sense-confirmation,no
candidate:brake,brake,brake,brake,刹车；制动,brake,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:branch,branch,branch,branch,树枝,branch,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:brave,brave,brave,brave,勇敢的,brave,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:brazil,brazil,brazil,Brazil,巴西,brazil,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bread,bread,bread,bread,面包,bread,21,yes,exact-single,1,KV000233,面包,pending-sense-confirmation,no
candidate:breakfast,breakfast,breakfast,breakfast,早餐；早饭,breakfast,17,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:breath,breath,breath,breath,呼吸；气息,breath,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bridge,bridge,bridge,bridge,桥,bridge,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bright,bright,bright,bright,明亮的；光亮的,bright,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:brightly,brightly,brightly,brightly,明亮地；鲜明地,brightly,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bring,bring,bring,bring,带来；拿来,bring|brought,26,yes,exact-single,1,KV000757,带来,pending-sense-confirmation,no
candidate:bring back,bring back,bring back,bring back,带回；拿回,bring back,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:britain,britain,britain,Britain,英国；大不列颠,britain,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:british,british,british,British,英国的；英国人,british,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:broken,broken,broken,broken,破损的；坏掉的,broken,6,yes,exact-single,1,KV000761,坏的；破损的,pending-sense-confirmation,no
candidate:broom,broom,broom,broom,扫帚,broom,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:brother,brother,brother,brother,兄弟；哥哥；弟弟,brother,24,yes,exact-single,1,KV000101,兄弟；哥哥；弟弟,pending-sense-confirmation,no
candidate:brown,brown,brown,brown,棕色；棕色的,brown,20,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:brush,brush,brush,brush,画笔；毛笔,brush,7,yes,exact-single,1,KV000942,（用刷子）刷净；刷亮；刷平顺,pending-sense-confirmation,no
candidate:bucket,bucket,bucket,bucket,水桶；桶,bucket,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:budgie,budgie,budgie,budgie,虎皮鹦鹉,budgie,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:build,build,build,build,建造；建设,build,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:builder,builder,builder,builder,建筑工人；建造者,builder,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:building,building,building,building,建筑物；大楼,building,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bulb,bulb,bulb,bulb,灯泡,bulb,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bullet,bullet,bullet,bullet,子弹,bullet,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bump,bump,bump,bump,碰；撞,bump,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bumper car,bumper car,bumper car,bumper car,碰碰车,bumper car,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bun,bun,bun,bun,小圆面包；小面包,bun,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bund,bund,bund,Bund,外滩,bund,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bunny,bunny,bunny,bunny,小兔子；兔子,bunny,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:burn,burn,burn,burn,燃烧；烧伤；烧毁,burn,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:burn down,burn down,burn down,burn down,烧毁；烧成平地,burn down,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bus,bus,bus,bus,公共汽车；公交车,bus,21,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:bus driver,bus driver,bus driver,bus driver,公交车司机；公共汽车驾驶员,bus driver,4,yes,exact-single,1,KV000426,公交车司机,pending-sense-confirmation,no
candidate:bus stop,bus stop,bus stop,bus stop,公交车站；公共汽车站,bus stop,8,yes,exact-single,1,KV000817,公共汽车站,pending-sense-confirmation,no
candidate:bush,bush,bush,bush,灌木；灌木丛,bush,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:businessman,businessman,businessman,businessman,商人；商人男性,businessman,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:busy,busy,busy,busy,忙的；忙碌的,busy,19,yes,exact-single,1,KV000466,忙的,pending-sense-confirmation,no
candidate:but,but,but,but,但是；可是,but,19,yes,exact-single,1,KV000529,但是,pending-sense-confirmation,no
candidate:butter,butter,butter,butter,黄油,butter,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:butterfly,butterfly,butterfly,butterfly,蝴蝶,butterfly,5,yes,exact-single,1,KV000554,蝴蝶,pending-sense-confirmation,no
candidate:button#clothing,button#clothing,button,button,纽扣,button,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:button#control,button#control,button,button,按钮,button,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:buy,buy,buy,buy,买；购买,bought|buy,27,yes,exact-single,1,KV000242,买；购买,pending-sense-confirmation,no
candidate:buy toys,buy toys,buy toys,buy toys,买玩具,buy toys,1,yes,exact-single,1,KV000463,买玩具,pending-sense-confirmation,no
candidate:by,by,by,by,用；乘（表示方式或手段）,by,19,yes,exact-single,1,KV001007,在……之前,pending-sense-confirmation,no
candidate:by bike,by bike,by bike,by bike,骑自行车；乘自行车,by bike,5,yes,exact-single,1,KV000380,骑自行车,pending-sense-confirmation,no
candidate:by boat,by boat,by boat,by boat,乘船,by boat,1,yes,exact-single,1,KV000376,乘小船；乘船,pending-sense-confirmation,no
candidate:by bus,by bus,by bus,by bus,乘公共汽车；坐公交车,by bus,5,yes,exact-single,1,KV000375,乘公交车,pending-sense-confirmation,no
candidate:by car,by car,by car,by car,乘汽车；坐汽车,by car,5,yes,exact-single,1,KV000378,乘汽车,pending-sense-confirmation,no
candidate:by hand,by hand,by hand,by hand,用手；手工,by hand,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:by plane,by plane,by plane,by plane,乘飞机,by plane,2,yes,exact-single,1,KV000384,乘飞机,pending-sense-confirmation,no
candidate:by school bus,by school bus,by school bus,by school bus,乘校车,by school bus,1,yes,exact-single,1,KV000382,乘校车,pending-sense-confirmation,no
candidate:by ship,by ship,by ship,by ship,乘船,by ship,2,yes,exact-single,1,KV000377,乘轮船；乘船,pending-sense-confirmation,no
candidate:by subway,by subway,by subway,by subway,乘地铁,by subway,1,yes,exact-single,1,KV000383,乘地铁,pending-sense-confirmation,no
candidate:by taxi,by taxi,by taxi,by taxi,乘出租车,by taxi,3,yes,exact-single,1,KV000379,乘出租车,pending-sense-confirmation,no
candidate:by train,by train,by train,by train,乘火车,by train,2,yes,exact-single,1,KV000385,乘火车,pending-sense-confirmation,no
candidate:bye,bye,bye,bye,再见,bye,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:cabbage,cabbage,cabbage,cabbage,卷心菜；洋白菜,cabbage,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:cabbages,cabbages,cabbages,cabbages,卷心菜；洋白菜,cabbages,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:cactus,cactus,cactus,cactus,仙人掌,cactus,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:cage,cage,cage,cage,笼子；兽笼,cage,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:cake,cake,cake,cake,蛋糕,cake,22,yes,exact-single,1,KV000234,蛋糕,pending-sense-confirmation,no
candidate:calculate,calculate,calculate,calculate,计算,calculate,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:calendar,calendar,calendar,calendar,日历,calendar,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:california,california,california,California,加利福尼亚州,california,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:call,call,call,call,打电话；呼叫,call|called,24,yes,exact-single,1,KV000578,打电话；呼叫,pending-sense-confirmation,no
