MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
christmas tree,Christmas tree,n. 【节】圣诞树,2年级上,1,2年级上@r46: [Christmas / Father Christmas / <Christmas tree> / card / present],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
classmate,classmate,n. 同班同学,2年级上,1,2年级上@r11: [he / she / <classmate> / friend / woman],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
clean the room,clean the room,打扫房间;清扫房间;清洁房间,5年级上,1,5年级上@r61: [nature shows / chore / <clean the room> / make the bed / take out the rubbish],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
cleaned the window,cleaned the window,无,5年级下,1,5年级下@r55: [everywhere / flower show / <cleaned the window> / watched TV / climbed a hill],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
cleaning the room,cleaning the room,无,3年级下,1,3年级下@r64: [walking the dog / watering the plants / <cleaning the room> / listening to music / watching TV],missing-or-empty-gloss|multiword-surface|gerund-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
climb a hill,climb a hill,无,4年级上,1,4年级上@r18: [visit one's grandparents / go to a drawing club / <climb a hill> / pick fruit / play computer games],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
climb on the window ledge,climb on the window ledge,无,4年级上,1,4年级上@r81: [schoolbag / shop / <climb on the window ledge> / dangerous / play with fire],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
climbed a hill,climbed a hill,无,5年级下,1,5年级下@r57: [cleaned the window / watched TV / <climbed a hill> / visited grandparents / danced],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
cola,cola,n. 可乐;可乐树(其子含咖啡碱),3年级上,1,3年级上@r45: [for / shopping list / <cola> / buy / rice],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
collecting erasers,collecting erasers,无,4年级下,1,4年级下@r61: [doing jigsaw puzzles / making models / <collecting erasers> / different / hobby],missing-or-empty-gloss|multiword-surface|gerund-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
competition,competition,"n. 竞争;比赛,竞赛",6年级上,1,6年级上@r73: [because / test / <competition> / hurt / inventor],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
computer class,computer class,计算机课;电脑班;电脑课,3年级下,1,3年级下@r9: [maths / art / <computer class> / we / that],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
cooking dinner,cooking dinner,做饭;做晚餐;正在做饭,3年级下,1,3年级下@r61: [brother / sister / <cooking dinner> / walking the dog / watering the plants],multiword-surface|gerund-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
countryside,countryside,"n. 农村,乡下;乡下的全体居民",6年级下,1,6年级下@r31: [raccoon / moose / <countryside> / Thanksgiving / roast turkey],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
crossroads,crossroads,n. 十字路口;交叉路口;聚会的中心地点(crossroad的复数形式),4年级下,1,4年级下@r12: [turn right / go straight / <crossroads> / neighbourhood / send],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
curly,curly,adj. 卷曲的;卷毛的;(木材)有皱状纹理的;蜷缩的,5年级上,1,5年级上@r21: [wear glasses / slim / <curly> / straight / nice],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
cute,cute,"adj. 可爱的;漂亮的;聪明的,伶俐的",4年级下|5年级上,2,4年级下@r86: [Disneyland / campfire / <cute> / country / pretty] || 5年级上@r6: [polite / quiet / <cute> / friendly / helpful],multiple-occurrences,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,可爱的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
danced,danced,v. 跳舞( dance的过去式和过去分词 ); 手舞足蹈; 摇晃; 跳跃,5年级下,1,5年级下@r59: [climbed a hill / visited grandparents / <danced> / jumped rope / listened to music],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
dancing,dancing,n. 跳舞;舞蹈 v. 跳舞;摇晃(dance的ing形式),4年级下,1,4年级下@r58: [skateboarding / singing / <dancing> / doing jigsaw puzzles / making models],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
danish,Danish,n. 丹麦语 adj. 丹麦的;丹麦人的;丹麦语(文)的,6年级上,1,6年级上@r82: [American / French / <Danish> / poem / paint],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,"The nationality/language neighborhood does not establish whether the target is Danish as adjective, person/nationality, or language.",no
deaf,deaf,adj. 聋的,6年级上,1,6年级上@r90: [story / university / <deaf> / blind / fall],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
delicious,delicious,adj. 美味的;可口的,3年级上|5年级下,2,3年级上@r105: [first / party / <delicious>] || 5年级下@r80: [saw flowers / slept / <delicious> / felt happy / sad],multiple-occurrences,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,美味的；可口的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
dining room,dining room,n. 饭厅;餐厅,3年级下,1,3年级下@r77: [living room / bathroom / <dining room> / study / kitchen],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
disneyland,Disneyland,n. 迪斯尼乐园;幻想世界,4年级下,1,4年级下@r84: [maple leaves / Big Ben / <Disneyland> / campfire / cute],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
