MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
top,top,"n. 顶部,顶端;上部;首席;陀螺 adj. 最高的,顶上的;头等的 vt. 超越,超过;给...加盖;达到...的顶端 vi. 高出,超越;结束;达到顶点",6年级下,1,new-surface-candidate,,,,yes
toronto,Toronto,n. 多伦多(加拿大城市),6年级上,1,new-surface-candidate,,,,yes
tower bridge,Tower Bridge,n. 【旅】塔桥;【旅】伦敦塔桥,6年级上,1,new-surface-candidate,,,,yes
toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,4年级下,1,exact-surface-overlap,toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,yes
train,train,n. 火车;行列;长队;裙裾 v. 培养;训练;瞄准,1年级下,1,new-surface-candidate,,,,yes
transportation,transportation,n. 运输;运输系统;运输工具;流放,4年级上,1,new-surface-candidate,,,,yes
travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,4年级下,1,exact-surface-overlap,travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,yes
tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,2年级上,1,exact-surface-overlap,tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,yes
tree planting day,Tree Planting Day,无,5年级下,1,new-surface-candidate,,,,yes
trousers,trousers,"n. 裤子,长裤",3年级上,1,exact-surface-overlap,trousers,trousers,"n. 裤子,长裤",yes
trunk,trunk,n. 树干;躯干;象鼻;汽车车尾的行李箱 adj. 干线的;躯干的;箱子的 vt. 把...放入旅行箱内,6年级上,1,new-surface-candidate,,,,yes
tuesday,Tuesday,n. 星期二,2年级下|4年级上,2,exact-surface-overlap,tuesday,Tuesday,n. 星期二,yes
turn left,turn left,un. 向左转,4年级下,1,new-surface-candidate,,,,yes
turn right,turn right,na. 转往右面,4年级下,1,new-surface-candidate,,,,yes
turtle,turtle,"n. 龟,甲鱼;海龟",3年级上,1,new-surface-candidate,,,,yes
tusk,tusk,"n. 长牙;尖头,尖形物 vt. 以牙刺戳;以长牙掘",6年级上,1,new-surface-candidate,,,,yes
twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个",5年级下,1,exact-surface-overlap,twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的",yes
twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,2年级下,1,exact-surface-overlap,twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,yes
twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,2年级下,1,exact-surface-overlap,twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,yes
twenty-fifth,twenty-fifth,第二十五,5年级下,1,new-surface-candidate,,,,yes
twice a week,twice a week,一周两次;每周两次;一星期两次,4年级下,1,new-surface-candidate,,,,yes
two,two,num. 二 n. 两个 adj. 两个的,1年级上,1,exact-surface-overlap,two,two,num. 二 n. 两个 adj. 两个的,yes
umbrella,umbrella,n. 雨伞;保护伞;庇护;伞形结构,2年级下,1,new-surface-candidate,,,,yes
uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,3年级下,1,exact-surface-overlap,uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,yes
under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",1年级下,1,exact-surface-overlap,under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",yes
university,university,n. 大学;综合性大学;大学校舍,6年级上,1,new-surface-candidate,,,,yes
use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",4年级上,1,exact-surface-overlap,use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",yes
usually,usually,"adv. 通常,经常",4年级上,1,exact-surface-overlap,usually,usually,"adv. 通常,经常",yes
vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",6年级上,1,exact-surface-overlap,vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",yes
vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,1年级下,1,exact-surface-overlap,vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,yes
vegetables,vegetables,n. [园艺] 蔬菜(vegetable的复数形式);菜类,3年级上,1,morphology-overlap,vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,yes
visit one's grandparents,visit one's grandparents,无,4年级上,1,new-surface-candidate,,,,yes
visit the mogao caves,visit the Mogao Caves,无,4年级下,1,new-surface-candidate,,,,yes
visited grandparents,visited grandparents,无,5年级下,1,new-surface-candidate,,,,yes
volunteer,volunteer,n. 志愿者;志愿兵 adj. 志愿的 vt. 自愿 vi. 自愿,6年级下,1,new-surface-candidate,,,,yes
wait for,wait for,na. 等;等待,4年级上,1,new-surface-candidate,,,,yes
wake up,wake up,na. 同“wake”;叫醒;醒来;振作起来,3年级下,1,new-surface-candidate,,,,yes
walking the dog,walking the dog,无,3年级下,1,new-surface-candidate,,,,yes
want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,1年级下,1,exact-surface-overlap,want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,yes
wardrobe,wardrobe,n. 衣柜;行头;全部戏装,6年级下,1,new-surface-candidate,,,,yes
warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,2年级下,1,exact-surface-overlap,warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,yes
was born,was born,出生;出生於;出生于,5年级下,1,new-surface-candidate,,,,yes
wash clothes,wash clothes,洗衣服;爱洗衣服的小羊;清洗衣物,5年级上,1,new-surface-candidate,,,,yes
washed clothes,washed clothes,无,5年级下,1,new-surface-candidate,,,,yes
washington d.c.,Washington D.C.,华盛顿;华盛顿哥伦比亚特区;华盛顿特区,6年级上,1,new-surface-candidate,,,,yes
watched tv,watched TV,无,5年级下,1,new-surface-candidate,,,,yes
watching tv,watching TV,看电视;正在看电视;他在看电视,3年级下,1,new-surface-candidate,,,,yes
water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",1年级下,1,exact-surface-overlap,water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",yes
water bottle,water bottle,un. 水壶;采水瓶;采水器;采水样器,3年级下,1,new-surface-candidate,,,,yes
watering the plants,watering the plants,无,3年级下,1,new-surface-candidate,,,,yes
we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",3年级下,1,exact-surface-overlap,we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",yes
wear,wear,n. 衣物;磨损;耐久性 v. 穿着;用旧;耗损;面露,3年级上,1,new-surface-candidate,,,,yes
wear glasses,wear glasses,戴眼镜;戴着眼镜;带着眼镜,5年级上,1,new-surface-candidate,,,,yes
weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,2年级下,1,exact-surface-overlap,weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,yes
wednesday,Wednesday,n. 星期三,2年级下|4年级上,2,exact-surface-overlap,wednesday,Wednesday,n. 星期三,yes
week,week,"n. 周,星期",3年级上,1,exact-surface-overlap,week,week,"n. 周,星期",yes
welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,3年级下,1,exact-surface-overlap,welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,yes
went to kindergarten,went to kindergarten,无,5年级下,1,new-surface-candidate,,,,yes
went to school,went to school,"vbl.到校上课,开始求学",5年级下,1,new-surface-candidate,,,,yes
went to the beach,went to the beach,无,5年级下,1,new-surface-candidate,,,,yes
were,were,"v. 是,在(are的过去式)",5年级下,1,new-surface-candidate,,,,yes
west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,6年级上,1,exact-surface-overlap,west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,yes
west lake,West Lake,西湖;杭州西湖;浙江杭州,4年级下,1,new-surface-candidate,,,,yes
wet,wet,n. 雨天;湿气 adj. [气象][物] 潮湿的;有雨的 vt. 弄湿 vi. 变湿,5年级下,1,new-surface-candidate,,,,yes
whale,whale,n. 鲸;巨大的东西 vt. 猛揍;使惨败 vi. 捕鲸,6年级上,1,new-surface-candidate,,,,yes
what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",1年级上,1,exact-surface-overlap,what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",yes
what about ...?,What about ...?,un. 不;...怎样,4年级上,1,new-surface-candidate,,,,yes
when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",2年级下,1,exact-surface-overlap,when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",yes
where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,1年级下,1,exact-surface-overlap,where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,yes
who,who,pron. 谁;什么人,2年级上,1,new-surface-candidate,,,,yes
why,why,int. 哎呀!什么? adv. 为什么,5年级上,1,exact-surface-overlap,why,why,int. 哎呀!什么? adv. 为什么,yes
wild goose,wild goose,na. 【鸟】雁,6年级下,1,new-surface-candidate,,,,yes
win,win,n. 赢;胜利 vt. 赢得;在...中获胜;劝诱 vi. 赢;获胜;成功,6年级上,1,new-surface-candidate,,,,yes
windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",2年级下,1,exact-surface-overlap,windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",yes
winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,2年级下,1,exact-surface-overlap,winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,yes
with,with,prep. 用;随着;支持;和...在一起,5年级上,1,exact-surface-overlap,with,with,prep. 用;随着;支持;和...在一起,yes
woman,woman,n. 妇女;女性;成年女子,2年级上,1,exact-surface-overlap,woman,woman,n. 妇女;女性;成年女子,yes
won,won,vt. 赢得(win的过去式和过去分词),5年级下,1,new-surface-candidate,,,,yes
wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",5年级上,1,exact-surface-overlap,wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",yes
worker,worker,n. 工人;劳动者;职蚁,4年级上,1,exact-surface-overlap,worker,worker,n. 工人;劳动者;职蚁,yes
worried,worried,adj. 担心的,6年级上,1,exact-surface-overlap,worried,worried,adj. 担心的,yes
wow,wow,"n. 极大的成功;一鸣惊人之举;魔兽世界(World of Warcraft);失真 int. (表示极大的惊奇或钦佩)哇,呀",2年级下,1,new-surface-candidate,,,,yes
write a letter,write a letter,na. 写信,5年级下,1,new-surface-candidate,,,,yes
writer,writer,n. 作家;作者,6年级上,1,new-surface-candidate,,,,yes
year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,3年级上,1,exact-surface-overlap,year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,yes
yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,1年级上,1,exact-surface-overlap,yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,yes
yes,yes,"n. 是(表示肯定) adv. 是, 是的",1年级上,1,exact-surface-overlap,yes,yes,"n. 是(表示肯定) adv. 是, 是的",yes
you,you,pron. 你;你们,1年级上,1,exact-surface-overlap,you,you,pron. 你;你们,yes
young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",5年级上,1,exact-surface-overlap,young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",yes
your,your,"pron. 你的,你们的",1年级下|3年级上,2,exact-surface-overlap,your,your,"pron. 你的,你们的",yes
zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,2年级上,1,exact-surface-overlap,zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,yes
