Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
T-shirt,[ˈtiː ʃɜːt],[ˈtiː ʃɜːrt],T恤衫,This is my T-shirt.,这是我的T恤衫。,n. 短袖圆领汗衫,curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
skirt,[skɜːt],[skɜːrt],短裙；裙子,This is my skirt.,这是我的裙子。,"n. 裙子
vt. 绕过，回避；位于…边缘
vi. 沿边走，绕开；环绕",curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
dress,[dres],[dres],连衣裙,This is my dress.,这是我的连衣裙。,"n. 连衣裙；女装
vt. 给…穿衣
vi. 穿衣",curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
socks,[sɒks],[sɑːks],袜子,These are my socks.,这是我的袜子。,n. 袜子（sock的复数）,curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
shorts,[ʃɔːts],[ʃɔːrts],短裤,These are my shorts.,这是我的短裤。,n. 短裤,curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
your,[jɔː(r); jə(r)],[jʊr; jər],你的；你们的,Is this your book?,这是你的书吗？,pron. 你的，你们的,curated,1年级下,1,下,1年级下|3年级上,人教版一年级起点一年级下.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::1 semester::下 appears::1年级下 appears::3年级上
father,[ˈfɑːðə(r)],[ˈfɑːðər],爸爸；父亲,My father is tall.,我爸爸很高。,"n. 父亲，爸爸；神父；祖先；前辈
vt. 发明，创立；当…的父亲",curated,2年级上,2,上,2年级上|3年级下|4年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx|人教版一年级起点四年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下 appears::4年级上
mother,[ˈmʌðə(r)],[ˈmʌðər],妈妈；母亲,My mother is pretty.,我妈妈很漂亮。,"n. 母亲；大娘；女修道院院长
vt. 生下；养育；像母亲般关怀或照管
adj. 母亲的；出生地的",curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
brother,[ˈbrʌðə(r)],[ˈbrʌðər],兄弟；哥哥；弟弟,He is my brother.,他是我的兄弟。,"n. 兄弟；同事；战友
int. 我的老兄！",curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
sister,[ˈsɪstə(r)],[ˈsɪstər],姐妹；姐姐；妹妹,She is my sister.,她是我的姐妹。,"n. 姐妹；（称志同道合者）姐妹；修女；护士
adj. 姐妹般的；同类型的",curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
grandmother,[ˈɡrænmʌðə(r)],[ˈɡrænmʌðər],奶奶；外婆,She is my grandmother.,她是我的奶奶或外婆。,"n. 祖母；女祖先
vt. 当…的祖母
vi. 当祖母",curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
grandfather,[ˈɡrænfɑːðə(r)],[ˈɡrænfɑːðər],爷爷；外公,He is my grandfather.,他是我的爷爷或外公。,"n. 祖父；始祖
vt. 不受新规定限制",curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
who,[huː],[huː],谁,Who is he?,他是谁？,pron. 谁；什么人,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
he,[hi; iː; i; hiː],[hi; iː; i; hiː],他,He is my father.,他是我的爸爸。,"n. 男孩，男人；它（雄性动物）
pron. 他",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
she,[ʃi],[ʃi; ʃiː],她,She is my mother.,她是我的妈妈。,"n. 女人；雌性动物
pron. 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
classmate,[ˈklɑːsmeɪt],[ˈklæsmeɪt],同班同学,He is my classmate.,他是我的同班同学。,n. 同班同学,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
friend,[frend],[frend],朋友,She is my friend.,她是我的朋友。,n. 朋友；助手；赞助者,curated,2年级上,2,上,2年级上|4年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级上
woman,[ˈwʊmən],[ˈwʊmən],女人；妇女,The woman is my teacher.,那个女人是我的老师。,n. 妇女；女性；成年女子,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
girl,[ɡɜːl],[ɡɜːrl],女孩,The girl is my friend.,那个女孩是我的朋友。,"n. 女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友
n. （捷）吉尔",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
man,[mæn],[mæn],男人,The man is my father.,那个男人是我的爸爸。,"n. 人；男人；人类；丈夫；雇工
vt. 操纵；给…配置人员；使增强勇气；在…就位",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
boy,[bɔɪ],[bɔɪ],男孩,The boy is my friend.,那个男孩是我的朋友。,n. 男孩；男人,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
look,[lʊk],[lʊk],看,Look at the girl.,看那个女孩。,"vt. 看；期待；注意；面向；看上去像
vi. 看；看起来；注意；面向
n. 看；样子；面容",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
his,[hɪz],[hɪz; ɪz],他的,His name is Tom.,他的名字叫汤姆。,pron. 他的,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
name,[neɪm],[neɪm],名字,My name is Tom.,我的名字叫汤姆。,"n. 名称，名字；姓名；名誉
vt. 命名，任命；指定；称呼；提名；叫出
adj. 姓名的；据以取名的",curated,2年级上,2,上,2年级上|3年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
her,[hə(r)],[hər; ɜːr; ər; hɜːr],她的,Her name is Amy.,她的名字叫艾米。,pron. 她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船）,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
or,[ɔː(r)],[ɔːr],或者,Is he tall or short?,他是高还是矮？,conj. 或，或者；还是,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
big,[bɪɡ],[bɪɡ],大的,The school is big.,这所学校很大。,"adj. 大的；重要的；量大的
adv. 大量地；顺利；夸大地",curated,2年级上,2,上,2年级上|3年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
tall,[tɔːl],[tɔːl],高的,My father is tall.,我爸爸很高。,"adj. 高的；长的；过分的；夸大的
adv. 夸大地",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
pretty,[ˈprɪti],[ˈprɪti],漂亮的,The girl is pretty.,这个女孩很漂亮。,"n. 有吸引力的事物（尤指饰品）；漂亮的人
adj. 漂亮的；可爱的；优美的
adv. 相当地；颇",curated,2年级上,2,上,2年级上|4年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
thin,[θɪn],[θɪn],瘦的,The boy is thin.,这个男孩很瘦。,"n. 细小部分
adj. 薄的；瘦的；稀薄的；微弱的
vt. 使瘦；使淡；使稀疏
vi. 变薄；变瘦；变淡
adv. 稀疏地；微弱地",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
short,[ʃɔːt],[ʃɔːrt],矮的；短的,The boy is short.,这个男孩个子矮。,"n. 短；缺乏；短路；短裤
adj. 短的；不足的；矮的，低的
adv. 不足；突然；唐突地",curated,2年级上,2,上,2年级上|3年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
handsome,[ˈhænsəm],[ˈhænsəm],英俊的,The man is handsome.,这个男人很英俊。,adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的,curated,2年级上,2,上,2年级上|3年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
new,[njuː],[nuː],新的,This is my new book.,这是我的新书。,"adj. 新的，新鲜的；更新的；初见的
adv. 新近",curated,2年级上,2,上,2年级上|3年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点三年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
does,[dʌz],[dʌz],助动词（do的第三人称单数）,Does he like cats?,他喜欢猫吗？,v. 做；工作；有用（do的第三人称单数形式）,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
bookshop,[ˈbʊkʃɒp],[ˈbʊkʃɑːp],书店,Let's go to the bookshop.,我们去书店吧。,n. 书店,curated,2年级上,2,上,2年级上|4年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
zoo,[zuː],[zuː],动物园,Let's go to the zoo.,我们去动物园吧。,n. 动物园; <美俚>（铁路货车的最后一节）守车; <美俚>核粒子园,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
school,[skuːl],[skuːl],学校,I go to school.,我去上学。,"n. 学校；学院；学派；鱼群
vt. 教育",curated,2年级上,2,上,2年级上|4年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
supermarket,[ˈsuːpəmɑːkɪt],[ˈsuːpərmɑːrkɪt],超市,Let's go to the supermarket.,我们去超市吧。,n. 超级市场；自助售货商店,curated,2年级上,2,上,2年级上|4年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
park,[pɑːk],[pɑːrk],公园,Let's go to the park.,我们去公园吧。,"n. 公园；[交] 停车场
vt. 停放；放置；寄存
vi. 停放车辆",curated,2年级上,2,上,2年级上|4年级上,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级上
hospital,[ˈhɒspɪt(ə)l],[ˈhɑːspɪtl],医院,The hospital is big.,这家医院很大。,n. 医院,curated,2年级上,2,上,2年级上|4年级下,人教版一年级起点二年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
go,[ɡəʊ],[ɡoʊ],去,Let's go to the park.,我们去公园吧。,"n. 去；进行；尝试
vi. 走；达到；运转；趋于
vt. 忍受；出产；以…打赌
[复数 goes 第三人称单数 goes 过去式 went 过去分词 gone 现在分词 going]",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
to,[tə],[tə; tu; tuː],到；向；去,Let's go to school.,我们去学校吧。,"prep. 到；向；（表示时间、方向）朝…方向
adv. 向前；（门等）关上",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
grass,[ɡrɑːs],[ɡræs],草,The grass is green.,草是绿色的。,"n. 草；草地，草坪
vt. 放牧；使……长满草；使……吃草
vi. 长草",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
tree,[triː],[triː],树,The tree is green.,这棵树是绿色的。,"n. 树；木料；树状物
vt. 把...赶上树
vi. 爬上树；逃上树",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
flower,[ˈflaʊə(r)],[ˈflaʊər],花,The flower is red.,这朵花是红色的。,"n. 花；精华；开花植物
vt. 使开花；用花装饰
vi. 成熟，发育；开花；繁荣；旺盛",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
boat,[bəʊt],[boʊt],小船,The boat is on the lake.,小船在湖上。,"n. 小船；轮船
vi. 划船",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
lake,[leɪk],[leɪk],湖,The boat is on the lake.,小船在湖上。,"n. 湖；深红色颜料；胭脂红
vt. （使）血球溶解
vi. （使）血球溶解",curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
hill,[hɪl],[hɪl],小山,The hill is green.,小山是绿色的。,n. 小山；丘陵；斜坡；山冈,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
Christmas,[ˈkrɪsməs],[ˈkrɪsməs],圣诞节,Merry Christmas!,圣诞快乐！,n. 圣诞节；圣诞节期间,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
Father Christmas,,,圣诞老人,Father Christmas has presents.,圣诞老人有礼物。,na. 圣诞老人,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
Christmas tree,[ˈkrɪsməs triː],[ˈkrɪsməs triː],圣诞树,The Christmas tree is green.,圣诞树是绿色的。,n. 【节】圣诞树,curated,2年级上,2,上,2年级上,人教版一年级起点二年级上.xlsx,rj_start1 grade::2 semester::上 appears::2年级上
